Term,worry,OrdinalClass,MajorityLabel
watercolorist,0.14,0,0
ropes,0.14,0,0
compactor,0.14,0,0
pinwheel,0.14,0,0
recitation,0.14,0,0
conk,0.14,0,0
physical,0.14,0,0
fleabite,0.14,0,0
federalist,0.14,0,0
technophile,0.13,0,0
safetypin,0.13,0,0
unconquered,0.13,0,0
fated,0.13,0,0
supersonic,0.13,0,0
owing,0.12,0,0
devoted,0.12,0,0
essay,0.12,0,0
paganism,0.12,0,0
hoody,0.12,0,0
changeling,0.12,0,0
tropical,0.12,0,0
washboard,0.12,0,0
equalitarianism,0.12,0,0
nonpartisanship,0.12,0,0
countless,0.12,0,0
recent,0.12,0,0
most,0.12,0,0
drink,0.12,0,0
rakish,0.12,0,1
ways,0.12,0,0
obsoleteness,0.12,0,0
cryptographic,0.12,0,0
civilised,0.12,0,0
littoral,0.12,0,0
grandstand,0.12,0,0
sorority,0.12,0,0
deification,0.12,0,0
eschew,0.12,0,0
circling,0.12,0,0
internalize,0.12,0,0
uninfringeable,0.12,0,0
engage,0.12,0,0
mug,0.12,0,0
submerged,0.12,0,0
reality,0.12,0,0
immunization,0.12,0,0
flaxseed,0.12,0,0
buckish,0.12,0,0
actor,0.12,0,0
nonathletic,0.12,0,0
frosted,0.12,0,0
contradictor,0.12,0,0
adventurist,0.12,0,0
company,0.12,0,0
felt,0.12,0,0
antithesis,0.12,0,0
coolant,0.12,0,0
gamesmanship,0.12,0,0
emery,0.12,0,0
sage,0.12,0,0
hydrologist,0.12,0,0
supportability,0.12,0,0
differing,0.12,0,0
headteacher,0.12,0,0
uncaught,0.12,0,0
privy,0.12,0,0
subito,0.12,0,0
glassware,0.12,0,0
facially,0.12,0,0
bombay,0.12,0,0
regulative,0.12,0,0
arboreal,0.12,0,0
unacquainted,0.12,0,1
banquette,0.12,0,0
betting,0.12,0,0
expositor,0.12,0,0
footless,0.12,0,0
pivotally,0.12,0,0
resistive,0.12,0,0
shuffle,0.12,0,0
induce,0.12,0,0
turpentine,0.12,0,0
misperceive,0.12,0,0
counterforce,0.12,0,0
weedy,0.12,0,0
travel,0.12,0,0
mump,0.12,0,0
rule,0.12,0,0
asymmetrical,0.12,0,0
stashed,0.12,0,0
skillful,0.12,0,0
invocator,0.12,0,0
surrogate,0.12,0,0
hornpipe,0.12,0,0
miscellanea,0.12,0,0
disambiguation,0.12,0,0
strove,0.12,0,0
pageboy,0.12,0,0
pursue,0.12,0,0
deduction,0.12,0,0
pellet,0.12,0,0
intersex,0.12,0,0
skeleton,0.12,0,1
governorship,0.12,0,0
jute,0.12,0,0
blazer,0.12,0,0
unorthodoxy,0.12,0,0
income,0.12,0,0
canyon,0.12,0,0
inactivation,0.12,0,0
colleague,0.12,0,0
inopportunity,0.12,0,0
honker,0.12,0,0
albinism,0.12,0,0
afterparty,0.12,0,0
geek,0.12,0,0
parent,0.12,0,0
virology,0.12,0,0
aquanaut,0.12,0,0
paymaster,0.12,0,0
vernal,0.12,0,0
epicureanism,0.12,0,0
promotional,0.12,0,0
interim,0.12,0,0
nationalization,0.12,0,0
nonrecurring,0.12,0,0
thinkin,0.12,0,0
involvement,0.12,0,0
noise,0.12,0,0
gullet,0.12,0,0
rearmost,0.12,0,0
interchangeable,0.12,0,0
security,0.12,0,1
livelong,0.12,0,0
hardening,0.12,0,0
polarity,0.12,0,0
scamper,0.12,0,0
exonerator,0.12,0,0
prevalence,0.12,0,0
armless,0.12,0,0
indians,0.12,0,0
lager,0.12,0,0
softball,0.12,0,0
occlusive,0.12,0,0
squinter,0.12,0,0
indiscernibly,0.12,0,0
java,0.12,0,0
expectance,0.12,0,0
diddlysquat,0.12,0,0
edit,0.12,0,0
occupier,0.12,0,0
rat,0.12,0,0
whitehead,0.12,0,0
absorbent,0.12,0,0
brainer,0.12,0,0
gigantic,0.12,0,0
specifiable,0.12,0,0
comradeship,0.12,0,0
sand,0.12,0,0
electrographic,0.12,0,0
incense,0.12,0,0
picturesque,0.12,0,1
diuretic,0.12,0,0
indent,0.12,0,0
iconology,0.12,0,0
washhouse,0.12,0,0
insoluble,0.12,0,0
sectionalism,0.12,0,0
backbend,0.12,0,0
patrimonial,0.12,0,0
curriculum,0.12,0,0
reinvention,0.12,0,0
pharmacy,0.12,0,0
ancientness,0.12,0,0
amorphous,0.12,0,0
magpie,0.12,0,0
whisky,0.12,0,0
nuptial,0.12,0,0
aimless,0.12,0,0
lawgiving,0.12,0,0
query,0.12,0,0
retentive,0.12,0,0
irreproachably,0.12,0,0
theater,0.12,0,0
accueil,0.12,0,0
exactness,0.12,0,0
promulgation,0.12,0,0
decision,0.12,0,0
woo,0.12,0,0
lagged,0.12,0,1
debenture,0.12,0,0
terms,0.12,0,0
magnetic,0.12,0,0
discolor,0.12,0,0
discipline,0.12,0,0
outthink,0.12,0,0
fiscal,0.12,0,0
knighthood,0.12,0,0
colorize,0.12,0,0
nonstandard,0.12,0,0
bellows,0.12,0,0
passbook,0.12,0,0
freshmen,0.12,0,0
rut,0.12,0,0
divested,0.12,0,0
conjuncture,0.12,0,0
chimpanzee,0.12,0,0
coactivity,0.12,0,0
syrup,0.12,0,0
sidelong,0.12,0,0
cell,0.12,0,0
earlobe,0.12,0,0
clinker,0.12,0,0
affirmative,0.12,0,0
legion,0.12,0,0
pervading,0.12,0,0
garnet,0.12,0,0
backburner,0.12,0,0
modernism,0.12,0,0
classical,0.12,0,0
wham,0.12,0,0
god,0.12,0,0
helmet,0.12,0,0
harper,0.12,0,0
heavens,0.12,0,0
brace,0.12,0,0
conversational,0.12,0,0
sudsy,0.12,0,0
churchgoer,0.12,0,0
causation,0.12,0,0
prowess,0.12,0,0
dig,0.12,0,0
shortstop,0.12,0,0
goaltending,0.12,0,0
retailer,0.12,0,0
blown,0.12,0,0
gyrator,0.12,0,0
happenstance,0.12,0,0
godly,0.12,0,0
unequivocally,0.12,0,0
shapelessness,0.12,0,0
liberator,0.12,0,0
sightseer,0.12,0,0
expression,0.12,0,0
kilowatt,0.12,0,0
brat,0.12,0,0
neurogenesis,0.12,0,0
effort,0.12,0,0
babylon,0.12,0,0
hunch,0.12,0,0
juju,0.12,0,0
kingless,0.12,0,0
dumbness,0.12,0,0
bulkhead,0.12,0,0
bisexualism,0.12,0,0
exaggerative,0.12,0,0
smarter,0.12,0,0
straddle,0.12,0,0
flack,0.12,0,0
feigner,0.12,0,0
buckeye,0.12,0,0
fitted,0.12,0,0
gloominess,0.12,0,-1
pontiff,0.12,0,0
fortress,0.12,0,0
installer,0.12,0,0
topped,0.12,0,0
nomadism,0.12,0,0
moonwalker,0.12,0,0
remind,0.12,0,0
cementer,0.12,0,0
concluding,0.12,0,0
anew,0.12,0,0
drizzle,0.12,0,0
chief,0.12,0,0
attention,0.12,0,0
ceramics,0.12,0,0
hut,0.12,0,1
sizzle,0.12,0,0
curtailer,0.12,0,0
frontier,0.12,0,0
unseeded,0.12,0,0
stilt,0.12,0,0
bistro,0.12,0,0
enlarge,0.12,0,0
milk,0.12,0,0
dissemination,0.12,0,0
circuit,0.12,0,0
euphemist,0.12,0,0
mice,0.12,0,0
divisionism,0.12,0,0
impersonator,0.12,0,0
bell,0.12,0,0
tolerably,0.12,0,0
beard,0.12,0,0
squirrel,0.12,0,0
normalcy,0.12,0,0
planets,0.12,0,0
asymmetric,0.12,0,0
wolfhound,0.12,0,0
northernmost,0.12,0,0
draft,0.12,0,0
conditional,0.12,0,0
incubational,0.12,0,0
renovated,0.12,0,0
hybridize,0.12,0,0
televised,0.12,0,0
tilt,0.12,0,0
ingress,0.12,0,0
electromagnetism,0.12,0,0
satin,0.12,0,0
heterozygote,0.12,0,0
culminate,0.12,0,0
lymph,0.12,0,0
electrocardiographic,0.12,0,0
immunologic,0.12,0,0
uninformed,0.12,0,0
grafter,0.12,0,0
preordain,0.12,0,0
relevant,0.12,0,0
footsie,0.12,0,0
mycoplasma,0.12,0,0
dedication,0.12,0,0
centripetal,0.12,0,0
strikingly,0.12,0,0
astringent,0.12,0,0
calculating,0.12,0,0
remit,0.12,0,0
taco,0.12,0,0
ornamentation,0.12,0,0
churchman,0.12,0,0
chunkiness,0.12,0,0
upwards,0.12,0,0
soblessed,0.12,0,0
deskwork,0.12,0,0
bowers,0.12,0,0
beef,0.12,0,0
attempter,0.12,0,0
seedling,0.12,0,0
unassisted,0.12,0,0
germinal,0.12,0,0
height,0.12,0,0
canon,0.12,0,0
inflector,0.12,0,0
revealer,0.12,0,0
salesmanship,0.12,0,0
coronation,0.12,0,0
lessee,0.12,0,0
unspecified,0.12,0,0
kickball,0.12,0,0
pickle,0.12,0,0
retook,0.12,0,0
innumerable,0.12,0,0
suv,0.12,0,0
tuesdays,0.12,0,0
whereof,0.12,0,0
gathering,0.12,0,0
snoot,0.12,0,0
could,0.12,0,0
revisal,0.12,0,0
vodka,0.12,0,0
interested,0.12,0,0
eagerness,0.12,0,1
nonattendance,0.12,0,0
pharmaceutical,0.12,0,0
spitball,0.12,0,0
microscopy,0.12,0,0
bootstrap,0.12,0,0
hatchway,0.12,0,0
unshackle,0.12,0,0
paltriness,0.12,0,1
rapping,0.12,0,0
cretins,0.12,0,0
transcontinental,0.12,0,0
presidency,0.12,0,0
cove,0.12,0,0
simulator,0.12,0,0
demobilization,0.12,0,0
diamonds,0.12,0,0
gammon,0.12,0,0
fact,0.12,0,0
blunt,0.12,0,0
byword,0.12,0,0
waterfront,0.12,0,0
waxwork,0.12,0,0
hatchery,0.12,0,0
postal,0.12,0,0
vernacular,0.12,0,0
truce,0.12,0,0
milky,0.12,0,0
tidings,0.12,0,0
multinuclear,0.12,0,0
wade,0.12,0,0
rock,0.12,0,0
nonfamily,0.12,0,0
globalist,0.12,0,0
gad,0.12,0,0
operative,0.12,0,0
businesslike,0.12,0,0
newsgathering,0.12,0,0
matchbook,0.12,0,0
bottler,0.12,0,0
hypothetic,0.12,0,0
quarry,0.12,0,0
wiseguy,0.12,0,0
farmworker,0.12,0,0
formalism,0.12,0,0
undistinguishable,0.12,0,0
unclassified,0.12,0,0
interwoven,0.12,0,0
denature,0.12,0,0
batch,0.12,0,0
demount,0.12,0,0
exportable,0.12,0,0
void,0.12,0,0
vegan,0.12,0,0
laudatory,0.12,0,1
quicksilver,0.12,0,0
perforated,0.12,0,0
trapeze,0.12,0,0
supremacy,0.12,0,0
computerize,0.12,0,0
importantly,0.12,0,0
gazelle,0.12,0,0
chlorinate,0.12,0,0
transitiveness,0.12,0,0
inaudible,0.12,0,0
teardown,0.12,0,0
buttercream,0.12,0,0
yellow,0.12,0,0
supermodel,0.12,0,0
vicariousness,0.12,0,0
uninhibited,0.12,0,0
pour,0.12,0,0
unplowed,0.12,0,1
arthropod,0.12,0,0
sensibleness,0.12,0,1
trading,0.12,0,0
toastmaster,0.12,0,0
fishmonger,0.12,0,0
block,0.12,0,0
timeout,0.12,0,0
airs,0.12,0,0
advocacy,0.12,0,0
nasally,0.12,0,0
thumbprint,0.12,0,0
prompt,0.12,0,0
wherewithal,0.12,0,0
painted,0.12,0,0
withstand,0.12,0,0
mutterer,0.12,0,0
purebred,0.12,0,0
hmmm,0.12,0,0
proceeds,0.12,0,0
nominee,0.12,0,0
sectorial,0.12,0,0
inference,0.12,0,0
alpine,0.12,0,0
bundle,0.12,0,0
garner,0.12,0,0
secularist,0.12,0,0
departmental,0.12,0,0
keeper,0.12,0,0
insurable,0.12,0,0
powerhouse,0.12,0,0
playwright,0.12,0,0
nonconforming,0.12,0,0
incompressibility,0.12,0,0
jaundiced,0.12,0,0
vie,0.12,0,0
foresee,0.12,0,0
vinegary,0.12,0,0
gymnastics,0.12,0,0
lifeblood,0.12,0,0
primrose,0.12,0,0
girlfriend,0.12,0,0
drip,0.12,0,0
muskrat,0.12,0,0
snacks,0.12,0,0
vase,0.12,0,0
pinfold,0.12,0,0
impersonalize,0.12,0,0
birthday,0.12,0,0
disestablishment,0.12,0,0
flanked,0.12,0,0
lymphoid,0.12,0,0
bounteously,0.12,0,0
drill,0.12,0,0
osprey,0.12,0,0
unpledged,0.12,0,0
disparate,0.12,0,0
demagnetize,0.12,0,0
unroofed,0.12,0,1
medicare,0.12,0,0
acuity,0.12,0,0
zillion,0.12,0,0
overhang,0.12,0,0
unnamable,0.12,0,0
unanimity,0.12,0,0
overwrite,0.12,0,0
cur,0.12,0,0
otherness,0.12,0,0
stairway,0.12,0,0
unconnected,0.12,0,0
thirds,0.12,0,0
polymerize,0.12,0,0
pant,0.12,0,0
uneducated,0.12,0,0
cogitation,0.12,0,0
productive,0.12,0,0
freckly,0.12,0,0
spout,0.12,0,0
grasper,0.12,0,0
water,0.12,0,0
burp,0.12,0,0
poundage,0.12,0,0
wiseass,0.12,0,0
predefine,0.12,0,0
inducement,0.12,0,0
stereoscopically,0.12,0,0
nonworking,0.12,0,0
outspokenly,0.12,0,0
tat,0.12,0,0
diverter,0.12,0,0
tugging,0.12,0,1
prognosticator,0.12,0,0
vermouth,0.12,0,0
hydrangea,0.12,0,0
enlarged,0.12,0,0
attain,0.12,0,0
frockless,0.12,0,0
rephrase,0.12,0,0
refurbish,0.12,0,0
wonderment,0.12,0,1
potpie,0.12,0,0
designate,0.12,0,0
transmittable,0.12,0,0
accelerator,0.12,0,0
anon,0.12,0,0
omnibus,0.12,0,0
biostatistics,0.12,0,0
trombone,0.12,0,0
shutterbug,0.12,0,0
submit,0.12,0,0
devolvement,0.12,0,0
admitting,0.12,0,0
nonsingular,0.12,0,0
renown,0.12,0,0
possessive,0.12,0,0
discernment,0.12,0,0
daemon,0.12,0,0
russet,0.12,0,0
occupancy,0.12,0,0
jargon,0.12,0,0
assembled,0.12,0,0
sweepstake,0.12,0,0
beaten,0.12,0,0
developing,0.12,0,0
replacement,0.12,0,0
esoteric,0.12,0,0
initiator,0.12,0,0
disuse,0.12,0,0
thermoelectrically,0.12,0,0
divisibility,0.12,0,0
retry,0.12,0,0
stiffener,0.12,0,0
outgun,0.12,0,0
dressiness,0.12,0,0
ahead,0.12,0,0
emigrant,0.12,0,0
alchemy,0.12,0,0
briefing,0.12,0,0
chop,0.12,0,0
liqueur,0.12,0,0
minor,0.12,0,0
inherent,0.12,0,0
comedic,0.12,0,0
defensibility,0.12,0,0
clue,0.12,0,0
crimp,0.11,0,0
sirloin,0.11,0,0
jackrabbit,0.11,0,0
raincoat,0.11,0,0
utterance,0.11,0,0
system,0.11,0,0
counteract,0.11,0,0
unscripted,0.11,0,0
reinstate,0.11,0,0
median,0.11,0,0
natively,0.11,0,0
plating,0.11,0,0
aby,0.11,0,0
reservation,0.11,0,0
busied,0.11,0,0
aquaplane,0.11,0,0
deferrer,0.11,0,0
relicense,0.11,0,0
teens,0.11,0,0
smartphone,0.11,0,0
chapter,0.11,0,0
forreal,0.11,0,0
wiry,0.11,0,0
sixties,0.11,0,0
exculpate,0.11,0,0
unwire,0.11,0,0
financial,0.11,0,0
congressional,0.11,0,0
divide,0.11,0,0
oestrogen,0.11,0,0
incredibly,0.11,0,0
convertible,0.11,0,0
yippee,0.11,0,0
elocutionist,0.11,0,0
matchup,0.11,0,0
creation,0.11,0,0
symbolic,0.11,0,0
mouthful,0.11,0,0
foamy,0.11,0,0
scoff,0.11,0,0
publishing,0.11,0,0
subtract,0.11,0,0
unconsidered,0.11,0,0
discolored,0.11,0,0
greenleaf,0.11,0,0
corroborate,0.11,0,0
task,0.11,0,0
refining,0.11,0,0
bakersfield,0.11,0,0
martian,0.11,0,0
impress,0.11,0,0
extractor,0.11,0,0
penetrable,0.11,0,0
courser,0.11,0,0
comeback,0.11,0,0
quota,0.11,0,0
cupping,0.11,0,0
circumstance,0.11,0,0
nightclub,0.11,0,1
raven,0.11,0,0
decree,0.11,0,0
ilk,0.11,0,0
bevel,0.11,0,0
postmodernism,0.11,0,0
whereabouts,0.11,0,0
organic,0.11,0,0
extra,0.11,0,0
view,0.11,0,0
apologist,0.11,0,0
crosstalk,0.11,0,0
pharmacotherapy,0.11,0,0
spindle,0.11,0,0
flex,0.11,0,0
dabble,0.11,0,0
schoolbook,0.11,0,0
gutter,0.11,0,0
contester,0.11,0,0
contractive,0.11,0,0
mono,0.11,0,0
kingfish,0.11,0,0
realign,0.11,0,0
linoleum,0.11,0,0
hypotenuse,0.11,0,0
culpably,0.11,0,0
ephemeral,0.11,0,0
undesignated,0.11,0,0
outskirts,0.11,0,0
ingest,0.11,0,0
eyelet,0.11,0,0
credibleness,0.11,0,0
complexly,0.11,0,0
preconvention,0.11,0,0
geotectonic,0.11,0,0
sixty,0.11,0,0
republication,0.11,0,0
coyote,0.11,0,0
teeth,0.11,0,0
blacktop,0.11,0,0
distinguished,0.11,0,0
territory,0.11,0,0
viscous,0.11,0,0
evaluation,0.11,0,0
undocumented,0.11,0,0
falconry,0.11,0,0
vibratory,0.11,0,0
stager,0.11,0,0
boxlike,0.11,0,0
permission,0.11,0,0
narrate,0.11,0,0
possessing,0.11,0,0
dependent,0.11,0,0
gills,0.11,0,0
inspiratory,0.11,0,0
frank,0.11,0,0
rampart,0.11,0,0
theism,0.11,0,0
megabit,0.11,0,0
predicator,0.11,0,0
omelette,0.11,0,0
interviewer,0.11,0,0
infinitely,0.11,0,0
onward,0.11,0,0
proportionate,0.11,0,0
continual,0.11,0,0
counterbrace,0.11,0,0
bronchi,0.11,0,0
recognise,0.11,0,0
networker,0.11,0,0
compulsorily,0.11,0,0
anesthesiology,0.11,0,0
astronomy,0.11,0,0
wonderer,0.11,0,0
workbook,0.11,0,0
sugar,0.11,0,0
convey,0.11,0,0
last,0.11,0,0
cosine,0.11,0,0
recite,0.11,0,0
assertion,0.11,0,0
conversion,0.11,0,0
suspender,0.11,0,0
chemical,0.11,0,0
deformable,0.11,0,0
preselect,0.11,0,0
hyperbolical,0.11,0,0
burger,0.11,0,0
latex,0.11,0,0
deliberate,0.11,0,0
wrestler,0.11,0,0
noncertified,0.11,0,0
playact,0.11,0,0
psychics,0.11,0,0
responsively,0.11,0,0
cylindricality,0.11,0,0
empire,0.11,0,0
samurai,0.11,0,0
cart,0.11,0,0
extraterrestrial,0.11,0,0
bottlenose,0.11,0,0
inhabited,0.11,0,0
genie,0.11,0,0
housekeeping,0.11,0,0
visit,0.11,0,0
calling,0.11,0,0
counterproof,0.11,0,0
entrepreneurship,0.11,0,0
barterer,0.11,0,0
kettledrummer,0.11,0,0
installment,0.11,0,0
inexistence,0.11,0,0
applicant,0.11,0,0
civic,0.11,0,0
entropy,0.11,0,0
sasquatch,0.11,0,0
expository,0.11,0,0
granulated,0.11,0,0
merrymaker,0.11,0,1
tweezer,0.11,0,0
surfboard,0.11,0,0
vibration,0.11,0,0
godisgreat,0.11,0,0
nostril,0.11,0,0
coupling,0.11,0,0
betcha,0.11,0,0
neuropsychiatry,0.11,0,0
backshift,0.11,0,0
pushback,0.11,0,0
proofread,0.11,0,0
tipping,0.11,0,0
lineation,0.11,0,0
causable,0.11,0,0
meaningful,0.11,0,0
hegemonic,0.11,0,0
waterpolo,0.11,0,0
indeterminable,0.11,0,0
volts,0.11,0,0
mucous,0.11,0,0
confederate,0.11,0,0
gorilla,0.11,0,0
ness,0.11,0,0
activate,0.11,0,0
stratospheric,0.11,0,0
cutaneous,0.11,0,0
predictor,0.11,0,0
circumferential,0.11,0,0
readmission,0.11,0,0
evangelizer,0.11,0,0
disciplinarian,0.11,0,0
circumciser,0.11,0,0
unissued,0.11,0,0
oregano,0.11,0,0
grease,0.11,0,0
departmentalism,0.11,0,0
beanstalk,0.11,0,0
sunshade,0.11,0,0
fluoroscopic,0.11,0,0
nailfile,0.11,0,0
husky,0.11,0,0
those,0.11,0,0
marxism,0.11,0,0
subpopulation,0.11,0,0
subsurface,0.11,0,0
bowels,0.11,0,0
bachelorism,0.11,0,0
prod,0.11,0,0
estimation,0.11,0,0
logging,0.11,0,0
fiancee,0.11,0,0
completing,0.11,0,0
navigation,0.11,0,0
puppetry,0.11,0,0
deletion,0.11,0,0
unfarmed,0.11,0,0
psychoanalytic,0.11,0,0
inferentially,0.11,0,0
furnish,0.11,0,0
distract,0.11,0,0
astigmatic,0.11,0,0
concoction,0.11,0,0
drier,0.11,0,0
install,0.11,0,0
smirk,0.11,0,0
tenure,0.11,0,0
gauging,0.11,0,0
waterman,0.11,0,0
winch,0.11,0,0
idiom,0.11,0,0
throwaway,0.11,0,0
ideality,0.11,0,0
negligently,0.11,0,0
spore,0.11,0,0
interparty,0.11,0,0
weatherproof,0.11,0,0
cymbal,0.11,0,0
forensics,0.11,0,0
saga,0.11,0,0
conclusion,0.11,0,0
nopoint,0.11,0,0
innovator,0.11,0,0
tempered,0.11,0,0
inbred,0.11,0,0
accounts,0.11,0,0
tartar,0.11,0,0
stalwart,0.11,0,0
syllabi,0.11,0,0
spill,0.11,0,0
cerebrum,0.11,0,0
official,0.11,0,0
pigeon,0.11,0,0
angulation,0.11,0,0
cryonic,0.11,0,0
boulder,0.11,0,0
fecundity,0.11,0,0
peroxide,0.11,0,0
apologizer,0.11,0,0
karaoke,0.11,0,0
narration,0.11,0,0
fatherland,0.11,0,0
heedfully,0.11,0,0
maxim,0.11,0,0
ignored,0.11,0,1
interject,0.11,0,0
crotch,0.11,0,0
skidoo,0.11,0,0
breakpoint,0.11,0,0
interaction,0.11,0,0
plaintiff,0.11,0,0
caucus,0.11,0,0
discretionary,0.11,0,0
exoticism,0.11,0,0
fictitious,0.11,0,0
preschool,0.11,0,0
alter,0.11,0,0
unlit,0.11,0,0
cinder,0.11,0,0
reestablish,0.11,0,0
childlessness,0.11,0,0
deoxidization,0.11,0,0
taskbar,0.11,0,0
superwoman,0.11,0,0
blood,0.11,0,0
colloquial,0.11,0,0
sappy,0.11,0,1
referendum,0.11,0,0
intercede,0.11,0,0
allocator,0.11,0,0
ultraviolet,0.11,0,0
evaluator,0.11,0,0
unclassifiable,0.11,0,0
entranceway,0.11,0,0
unremitted,0.11,0,0
asphalt,0.11,0,0
supercar,0.11,0,0
nude,0.11,0,0
negotiator,0.11,0,0
thick,0.11,0,0
cuff,0.11,0,0
imitated,0.11,0,0
assignment,0.11,0,0
anvil,0.11,0,0
dip,0.11,0,0
jetsam,0.11,0,0
clinger,0.11,0,0
starburst,0.11,0,0
epitaph,0.11,0,0
circularly,0.11,0,0
survivorship,0.11,0,0
vest,0.11,0,0
circular,0.11,0,0
eddy,0.11,0,0
exposition,0.11,0,0
caballero,0.11,0,0
twinning,0.11,0,0
vatican,0.11,0,0
didactic,0.11,0,0
male,0.11,0,0
expiration,0.11,0,0
inaudibility,0.11,0,0
stilts,0.11,0,0
czar,0.11,0,0
dyke,0.11,0,0
overlap,0.11,0,0
entrepreneur,0.11,0,0
unpunctuated,0.11,0,0
rove,0.11,0,0
pluck,0.11,0,0
sliver,0.11,0,0
undulate,0.11,0,0
history,0.11,0,1
trendy,0.11,0,0
elaboration,0.11,0,0
wheelchair,0.11,0,0
caveat,0.11,0,0
advert,0.11,0,0
caseworker,0.11,0,0
midbrain,0.11,0,0
meteoritic,0.11,0,0
downed,0.11,0,0
pictorial,0.11,0,0
crystallite,0.11,0,0
sexology,0.11,0,0
obviate,0.11,0,0
creditor,0.11,0,0
hourly,0.11,0,0
examine,0.11,0,0
discontinuousness,0.11,0,0
domino,0.11,0,0
flameproof,0.11,0,0
nonunion,0.11,0,0
date,0.11,0,0
permeably,0.11,0,0
bankroll,0.11,0,0
amplify,0.11,0,0
lynx,0.11,0,0
modern,0.11,0,0
alleged,0.11,0,0
fawn,0.11,0,0
outlast,0.11,0,0
warble,0.11,0,0
toby,0.11,0,0
delocalize,0.11,0,0
foreignness,0.11,0,0
glitter,0.11,0,0
converted,0.11,0,0
burrower,0.11,0,0
toxicology,0.11,0,0
communicability,0.11,0,0
syllable,0.11,0,0
workbag,0.11,0,0
incubator,0.11,0,0
roundup,0.11,0,0
detection,0.11,0,0
artery,0.11,0,0
wirer,0.11,0,0
pervader,0.11,0,0
categorically,0.11,0,0
chairwoman,0.11,0,0
must,0.11,0,0
peasant,0.11,0,0
life,0.11,0,0
retrace,0.11,0,0
unsown,0.11,0,0
pushchair,0.11,0,0
coffeehouse,0.11,0,0
carnivorousness,0.11,0,0
knob,0.11,0,0
solicitant,0.11,0,0
petitioner,0.11,0,0
thistle,0.11,0,0
codeless,0.11,0,0
zygotic,0.11,0,0
countertransference,0.11,0,0
should,0.11,0,0
radiochemical,0.11,0,0
intention,0.11,0,0
lymphocyte,0.11,0,0
corset,0.11,0,0
kneeling,0.11,0,0
causal,0.11,0,0
virtual,0.11,0,0
ungreased,0.11,0,0
invariance,0.11,0,0
opposites,0.11,0,0
yearbook,0.11,0,0
commission,0.11,0,0
mantled,0.11,0,0
inconspicuousness,0.11,0,0
copying,0.11,0,0
fry,0.11,0,0
dressy,0.11,0,0
federalize,0.11,0,0
playwriting,0.11,0,0
topping,0.11,0,0
conjugal,0.11,0,0
uncased,0.11,0,0
playback,0.11,0,0
antitoxin,0.11,0,0
curb,0.11,0,0
victor,0.11,0,0
accentuation,0.11,0,0
excusatory,0.11,0,0
particularism,0.11,0,0
anabolism,0.11,0,0
warranty,0.11,0,0
minuteman,0.11,0,0
ergot,0.11,0,0
dollar,0.11,0,0
guideboard,0.11,0,0
flirtation,0.11,0,0
curvilinear,0.11,0,0
heritage,0.11,0,0
laboratorial,0.11,0,0
sake,0.11,0,0
beholder,0.11,0,0
bagging,0.11,0,0
hotel,0.11,0,0
stash,0.11,0,0
gazette,0.11,0,0
diatonic,0.11,0,0
decorate,0.11,0,0
pole,0.11,0,0
apologise,0.11,0,0
punk,0.11,0,0
electrification,0.11,0,0
descendent,0.11,0,0
reptile,0.11,0,0
disaggregate,0.11,0,0
inconsecutive,0.11,0,0
pensiveness,0.11,0,1
stereoscopic,0.11,0,0
border,0.11,0,0
statistic,0.11,0,0
carbonization,0.11,0,0
speakeasy,0.11,0,0
gap,0.11,0,0
belly,0.11,0,0
vibrational,0.11,0,0
unlabeled,0.11,0,0
yaw,0.11,0,0
involver,0.11,0,0
pursuance,0.11,0,0
intonation,0.11,0,0
imitation,0.11,0,0
subconscious,0.11,0,0
poeticism,0.11,0,0
speaker,0.11,0,0
flatworm,0.11,0,0
commiserative,0.11,0,1
chucker,0.11,0,0
variations,0.11,0,0
chateau,0.11,0,0
nucleic,0.11,0,0
bloater,0.11,0,0
airbase,0.11,0,0
acknowledge,0.11,0,0
detergent,0.11,0,0
trine,0.11,0,0
sling,0.11,0,0
exhibit,0.11,0,0
antirevisionist,0.11,0,0
conclude,0.11,0,0
spaniel,0.11,0,0
patrol,0.11,0,0
memoriesiwontforget,0.11,0,0
pop,0.11,0,0
waterloo,0.11,0,0
presentable,0.11,0,0
element,0.11,0,0
establishment,0.11,0,0
registrar,0.11,0,0
mentalist,0.11,0,0
orientalist,0.11,0,0
actualization,0.11,0,0
affiliated,0.11,0,0
anhydrous,0.11,0,0
corroborator,0.11,0,0
continue,0.11,0,0
size,0.11,0,0
ay,0.11,0,0
triplicate,0.11,0,0
tar,0.11,0,0
countryman,0.11,0,0
floater,0.11,0,0
indicate,0.11,0,0
nomore,0.11,0,0
bellied,0.11,0,0
savings,0.11,0,0
foreteller,0.11,0,0
nondisclosure,0.11,0,0
unsnap,0.11,0,0
rehabilitative,0.11,0,0
millennially,0.11,0,0
bastion,0.11,0,0
republican,0.11,0,0
steeliness,0.11,0,0
mime,0.11,0,0
assumer,0.11,0,0
pylon,0.11,0,0
howsoever,0.11,0,0
fend,0.11,0,0
amalgamation,0.11,0,0
pawnbroker,0.11,0,0
meantime,0.11,0,0
inform,0.11,0,0
newlife,0.11,0,0
catchword,0.11,0,0
adulterously,0.11,0,0
unbanked,0.11,0,0
retell,0.11,0,0
roughly,0.11,0,0
moralization,0.11,0,0
streaming,0.11,0,0
thereupon,0.11,0,0
